country_name,sport,BRONZE,GOLD,SILVER,TOTAL
Islamic Republic of Iran,Weightlifting,0,0,1,1
Islamic Republic of Iran,Wrestling,2,1,1,4
Israel,Archery,0,0,0,0
Israel,Artistic Gymnastics,0,1,0,1
Israel,Athletics,0,0,0,0
Israel,Badminton,0,0,0,0
Israel,Cycling Mountain Bike,0,0,0,0
Israel,Cycling Road,0,0,0,0
Israel,Equestrian,0,0,0,0
Israel,Judo,0,0,0,0
Israel,Marathon Swimming,0,0,0,0
Israel,Rhythmic Gymnastics,0,1,0,1
Israel,Sailing,0,0,0,0
Israel,Shooting,0,0,0,0
Israel,Surfing,0,0,0,0
Israel,Swimming,0,0,0,0
Israel,Taekwondo,1,0,0,1
Israel,Triathlon,0,0,0,0
Israel,Weightlifting,0,0,0,0
Italy,Archery,1,0,1,2
Italy,Artistic Gymnastics,0,0,1,1
Italy,Athletics,0,4,0,4
Italy,Boxing,1,0,0,1
Italy,Canoe Slalom,0,0,0,0
Italy,Canoe Sprint,0,0,1,1
Italy,Cycling BMX Racing,0,0,0,0
Italy,Cycling Mountain Bike,0,0,0,0
Italy,Cycling Road,1,0,0,1
Italy,Cycling Track,1,0,0,1
Italy,Diving,0,0,0,0
Italy,Equestrian,0,0,0,0
Italy,Fencing,0,0,2,2
Italy,Golf,0,0,0,0
Italy,Judo,2,0,0,2
Italy,Karate,1,1,0,2
Italy,Marathon Swimming,1,0,0,1
Italy,Modern Pentathlon,0,0,0,0
Italy,Rhythmic Gymnastics,0,0,0,0
Italy,Rowing,0,0,0,0
Italy,Sailing,0,0,0,0
Italy,Shooting,0,0,1,1
Italy,Skateboarding,0,0,0,0
Italy,Sport Climbing,0,0,0,0
Italy,Swimming,3,0,1,4
Italy,Table Tennis,0,0,0,0
Italy,Taekwondo,0,1,0,1
Italy,Tennis,0,0,0,0
Italy,Triathlon,0,0,0,0
Italy,Weightlifting,2,0,1,3
Italy,Wrestling,1,0,0,1
Jamaica,Athletics,3,3,1,7
Jamaica,Boxing,0,0,0,0
Jamaica,Diving,0,0,0,0
Jamaica,Judo,0,0,0,0
Japan,Archery,1,0,0,1
Japan,Artistic Gymnastics,2,2,0,4
Japan,Athletics,1,0,1,2
Japan,Badminton,0,0,0,0
Japan,Boxing,2,1,0,3
Japan,Canoe Slalom,0,0,0,0
Japan,Canoe Sprint,0,0,0,0
Japan,Cycling BMX Freestyle,0,0,0,0
Japan,Cycling BMX Racing,0,0,0,0
Japan,Cycling Mountain Bike,0,0,0,0
Japan,Cycling Road,0,0,0,0
Japan,Cycling Track,0,0,1,1
Japan,Diving,0,0,0,0
Japan,Equestrian,0,0,0,0
Japan,Fencing,0,0,0,0
Japan,Golf,0,0,1,1
Japan,Judo,1,9,1,11
Japan,Karate,1,1,1,3
Japan,Marathon Swimming,0,0,0,0
Japan,Modern Pentathlon,0,0,0,0
Japan,Rowing,0,0,0,0
Japan,Sailing,0,0,0,0
Japan,Shooting,0,0,0,0
Japan,Skateboarding,1,3,1,5
Japan,Sport Climbing,1,0,1,2
Japan,Surfing,1,0,0,1
Japan,Swimming,0,2,1,3
Japan,Table Tennis,1,0,0,1
Japan,Taekwondo,0,0,0,0
Japan,Tennis,0,0,0,0
Japan,Trampoline Gymnastics,0,0,0,0
Japan,Triathlon,0,0,0,0
Japan,Weightlifting,1,0,0,1
Japan,Wrestling,1,5,1,7
Jordan,Boxing,0,0,0,0
Jordan,Equestrian,0,0,0,0
Jordan,Judo,0,0,0,0
Jordan,Karate,1,0,0,1
Jordan,Shooting,0,0,0,0
Jordan,Taekwondo,0,0,1,1
Kazakhstan,Archery,0,0,0,0
Kazakhstan,Artistic Gymnastics,0,0,0,0
Kazakhstan,Athletics,0,0,0,0
Kazakhstan,Boxing,2,0,0,2
Kazakhstan,Canoe Slalom,0,0,0,0
Kazakhstan,Canoe Sprint,0,0,0,0
Kazakhstan,Cycling Road,0,0,0,0
Kazakhstan,Cycling Track,0,0,0,0
Kazakhstan,Fencing,0,0,0,0
Kazakhstan,Judo,1,0,0,1
Kazakhstan,Karate,2,0,0,2
Kazakhstan,Marathon Swimming,0,0,0,0
Kazakhstan,Modern Pentathlon,0,0,0,0
Kazakhstan,Rowing,0,0,0,0
Kazakhstan,Shooting,0,0,0,0
Kazakhstan,Sport Climbing,0,0,0,0
Kazakhstan,Table Tennis,0,0,0,0
Kazakhstan,Taekwondo,0,0,0,0
Kazakhstan,Tennis,0,0,0,0
Kazakhstan,Weightlifting,2,0,0,2
Kazakhstan,Wrestling,1,0,0,1
Kenya,Athletics,2,4,4,10
Kenya,Boxing,0,0,0,0
Kenya,Taekwondo,0,0,0,0
Kiribati,Judo,0,0,0,0
Kiribati,Weightlifting,0,0,0,0
Kosovo,Boxing,0,0,0,0
Kosovo,Judo,0,2,0,2
Kosovo,Shooting,0,0,0,0
Kosovo,Wrestling,0,0,0,0
Kuwait,Karate,0,0,0,0
Kuwait,Rowing,0,0,0,0
Kuwait,Shooting,1,0,0,1
Kyrgyzstan,Athletics,0,0,0,0
Kyrgyzstan,Fencing,0,0,0,0
Kyrgyzstan,Judo,0,0,0,0
Kyrgyzstan,Shooting,0,0,0,0
Kyrgyzstan,Weightlifting,0,0,0,0
Kyrgyzstan,Wrestling,1,0,2,3
Lao People's Democratic Republic,Judo,0,0,0,0
Latvia,Athletics,0,0,0,0
Latvia,Canoe Sprint,0,0,0,0
Latvia,Cycling BMX Racing,0,0,0,0
Latvia,Cycling Road,0,0,0,0
Latvia,Equestrian,0,0,0,0
Latvia,Judo,0,0,0,0
Latvia,Karate,0,0,0,0
Latvia,Modern Pentathlon,0,0,0,0
Latvia,Shooting,0,0,0,0
Latvia,Tennis,0,0,0,0
Latvia,Weightlifting,1,0,0,1
Latvia,Wrestling,0,0,0,0
Lebanon,Judo,0,0,0,0
Lebanon,Shooting,0,0,0,0
Lebanon,Weightlifting,0,0,0,0
Lesotho,Athletics,0,0,0,0
Liberia,Athletics,0,0,0,0
Libya,Judo,0,0,0,0
Libya,Rowing,0,0,0,0
Liechtenstein,Judo,0,0,0,0
Lithuania,Athletics,0,0,0,0
Lithuania,Canoe Sprint,0,0,0,0
Lithuania,Cycling Road,0,0,0,0
Lithuania,Cycling Track,0,0,0,0
Lithuania,Judo,0,0,0,0
Lithuania,Modern Pentathlon,0,0,1,1
Lithuania,Rowing,0,0,0,0
Lithuania,Sailing,0,0,0,0
Lithuania,Shooting,0,0,0,0
Lithuania,Swimming,0,0,0,0
Lithuania,Weightlifting,0,0,0,0
Lithuania,Wrestling,0,0,0,0
Luxembourg,Archery,0,0,0,0
Luxembourg,Athletics,0,0,0,0
Luxembourg,Cycling Road,0,0,0,0
Luxembourg,Equestrian,0,0,0,0
Luxembourg,Table Tennis,0,0,0,0
Luxembourg,Triathlon,0,0,0,0
Madagascar,Judo,0,0,0,0
Madagascar,Weightlifting,0,0,0,0
Malawi,Archery,0,0,0,0
Malawi,Judo,0,0,0,0
Malaysia,Archery,0,0,0,0
Malaysia,Badminton,0,0,0,0
Malaysia,Cycling Track,0,0,1,1
Malaysia,Diving,0,0,0,0
Malaysia,Golf,0,0,0,0
Malaysia,Sailing,0,0,0,0
Malaysia,Shooting,0,0,0,0
Maldives,Badminton,0,0,0,0
Mali,Taekwondo,0,0,0,0
Malta,Badminton,0,0,0,0
Malta,Shooting,0,0,0,0
Malta,Weightlifting,0,0,0,0
Mauritius,Badminton,0,0,0,0
Mauritius,Boxing,0,0,0,0
Mauritius,Judo,0,0,0,0
Mauritius,Weightlifting,0,0,0,0
Mexico,Archery,0,0,0,0
Mexico,Artistic Gymnastics,0,0,0,0
Mexico,Athletics,0,0,0,0
Mexico,Badminton,0,0,0,0
Mexico,Boxing,0,0,0,0
Mexico,Canoe Slalom,0,0,0,0
Mexico,Cycling Mountain Bike,0,0,0,0
Mexico,Cycling Road,0,0,0,0
Mexico,Cycling Track,0,0,0,0
Mexico,Diving,0,0,0,0
Mexico,Equestrian,0,0,0,0
Mexico,Fencing,0,0,0,0
Mexico,Golf,0,0,0,0
Mexico,Judo,0,0,0,0
Mexico,Marathon Swimming,0,0,0,0
Mexico,Modern Pentathlon,0,0,0,0
Mexico,Rowing,0,0,0,0
Mexico,Sailing,0,0,0,0
Mexico,Shooting,0,0,0,0
Mexico,Taekwondo,0,0,0,0
Mexico,Tennis,0,0,0,0
Mexico,Trampoline Gymnastics,0,0,0,0
Mexico,Triathlon,0,0,0,0
Mexico,Weightlifting,1,0,0,1
Mexico,Wrestling,0,0,0,0
Monaco,Judo,0,0,0,0
Monaco,Rowing,0,0,0,0
Monaco,Table Tennis,0,0,0,0
Mongolia,Archery,0,0,0,0
Mongolia,Athletics,0,0,0,0
Mongolia,Boxing,0,0,0,0
Mongolia,Judo,2,0,1,3
Mongolia,Shooting,0,0,0,0
Mongolia,Table Tennis,0,0,0,0
Mongolia,Weightlifting,0,0,0,0
Mongolia,Wrestling,1,0,0,1
Montenegro,Athletics,0,0,0,0
Montenegro,Judo,0,0,0,0
Montenegro,Sailing,0,0,0,0
Montenegro,Shooting,0,0,0,0
Morocco,Athletics,0,1,0,1
Morocco,Boxing,0,0,0,0
Morocco,Canoe Slalom,0,0,0,0
Morocco,Cycling Road,0,0,0,0
Morocco,Equestrian,0,0,0,0
Morocco,Fencing,0,0,0,0
Morocco,Golf,0,0,0,0
Morocco,Judo,0,0,0,0
Morocco,Karate,0,0,0,0
Morocco,Rowing,0,0,0,0
Morocco,Shooting,0,0,0,0
Morocco,Taekwondo,0,0,0,0
Morocco,Triathlon,0,0,0,0
Morocco,Weightlifting,0,0,0,0
Morocco,Wrestling,0,0,0,0
Mozambique,Boxing,0,0,0,0
Mozambique,Canoe Sprint,0,0,0,0
Mozambique,Judo,0,0,0,0
Mozambique,Sailing,0,0,0,0
Myanmar,Badminton,0,0,0,0
Myanmar,Shooting,0,0,0,0
Namibia,Athletics,0,0,1,1
Namibia,Boxing,0,0,0,0
Namibia,Cycling Mountain Bike,0,0,0,0
Namibia,Cycling Road,0,0,0,0
Namibia,Marathon Swimming,0,0,0,0
Namibia,Rowing,0,0,0,0
Nauru,Weightlifting,0,0,0,0
Nepal,Judo,0,0,0,0
Nepal,Shooting,0,0,0,0
Netherlands,Archery,0,0,0,0
Netherlands,Artistic Gymnastics,0,0,0,0
Netherlands,Athletics,3,2,2,7
Netherlands,Badminton,0,0,0,0
Netherlands,Boxing,1,0,0,1
Netherlands,Canoe Slalom,0,0,0,0
Netherlands,Cycling BMX Racing,1,1,0,2
Netherlands,Cycling Mountain Bike,0,0,0,0
Netherlands,Cycling Road,1,1,2,4
Netherlands,Cycling Track,2,2,1,5
Netherlands,Diving,0,0,0,0
Netherlands,Equestrian,1,0,0,1
Netherlands,Fencing,0,0,0,0
Netherlands,Golf,0,0,0,0
Netherlands,Judo,1,0,0,1
Netherlands,Marathon Swimming,0,0,1,1
Netherlands,Rowing,0,0,0,0
Netherlands,Sailing,1,1,0,2
Netherlands,Skateboarding,0,0,0,0
Netherlands,Swimming,0,0,2,2
Netherlands,Table Tennis,0,0,0,0
Netherlands,Tennis,0,0,0,0
Netherlands,Triathlon,0,0,0,0
Netherlands,Weightlifting,0,0,0,0
New Zealand,Athletics,2,0,0,2
New Zealand,Boxing,1,0,0,1
New Zealand,Canoe Slalom,0,0,0,0
New Zealand,Canoe Sprint,0,2,0,2
New Zealand,Cycling BMX Racing,0,0,0,0
New Zealand,Cycling Mountain Bike,0,0,0,0
New Zealand,Cycling Road,0,0,0,0
New Zealand,Cycling Track,0,0,2,2
New Zealand,Diving,0,0,0,0
New Zealand,Equestrian,0,0,0,0
New Zealand,Golf,1,0,0,1
New Zealand,Karate,0,0,0,0
New Zealand,Rowing,0,1,0,1
New Zealand,Sailing,0,0,0,0
New Zealand,Shooting,0,0,0,0
New Zealand,Surfing,0,0,0,0
New Zealand,Swimming,0,0,0,0
New Zealand,Taekwondo,0,0,0,0
New Zealand,Trampoline Gymnastics,1,0,0,1
New Zealand,Triathlon,1,0,0,1
New Zealand,Weightlifting,0,0,0,0
Nicaragua,Judo,0,0,0,0
Nicaragua,Rowing,0,0,0,0
Nicaragua,Shooting,0,0,0,0
Nicaragua,Weightlifting,0,0,0,0
Niger,Judo,0,0,0,0
Niger,Taekwondo,0,0,0,0
Nigeria,Athletics,1,0,0,1
Nigeria,Badminton,0,0,0,0
Nigeria,Canoe Sprint,0,0,0,0
Nigeria,Rowing,0,0,0,0
Nigeria,Table Tennis,0,0,0,0
Nigeria,Taekwondo,0,0,0,0
Nigeria,Wrestling,0,0,1,1
North Macedonia,Judo,0,0,0,0
North Macedonia,Karate,0,0,0,0
North Macedonia,Shooting,0,0,0,0
North Macedonia,Taekwondo,0,0,1,1
North Macedonia,Wrestling,0,0,0,0
Norway,Athletics,0,2,1,3
Norway,Canoe Sprint,0,0,0,0
Norway,Cycling BMX Racing,0,0,0,0
Norway,Cycling Mountain Bike,0,0,0,0
Norway,Cycling Road,0,0,0,0
Norway,Cycling Track,0,0,0,0
Norway,Diving,0,0,0,0
Norway,Equestrian,0,0,0,0
Norway,Golf,0,0,0,0
Norway,Rowing,0,0,1,1
Norway,Sailing,1,0,0,1
Norway,Shooting,0,0,0,0
Norway,Taekwondo,0,0,0,0
Norway,Triathlon,0,1,0,1
Oman,Shooting,0,0,0,0
Oman,Weightlifting,0,0,0,0
Pakistan,Athletics,0,0,0,0
Pakistan,Badminton,0,0,0,0
Pakistan,Judo,0,0,0,0
Pakistan,Shooting,0,0,0,0
Pakistan,Weightlifting,0,0,0,0
Palestine,Judo,0,0,0,0
Palestine,Weightlifting,0,0,0,0
Panama,Athletics,0,0,0,0
Panama,Boxing,0,0,0,0
Panama,Cycling Road,0,0,0,0
Panama,Judo,0,0,0,0
Papua New Guinea,Boxing,0,0,0,0
Papua New Guinea,Sailing,0,0,0,0
Papua New Guinea,Weightlifting,0,0,0,0
Paraguay,Athletics,0,0,0,0
Paraguay,Cycling Road,0,0,0,0
Paraguay,Golf,0,0,0,0
Paraguay,Rowing,0,0,0,0
Paraguay,Tennis,0,0,0,0
People's Republic of China,Archery,0,0,0,0
People's Republic of China,Artistic Gymnastics,1,3,3,7
People's Republic of China,Athletics,1,2,2,5
People's Republic of China,Badminton,0,1,1,2
People's Republic of China,Boxing,0,0,2,2
People's Republic of China,Canoe Slalom,0,0,0,0
People's Republic of China,Canoe Sprint,0,0,1,1
People's Republic of China,Cycling Mountain Bike,0,0,0,0
People's Republic of China,Cycling Road,0,0,0,0
People's Republic of China,Cycling Track,0,0,0,0
People's Republic of China,Diving,0,4,4,8
People's Republic of China,Equestrian,0,0,0,0
People's Republic of China,Fencing,0,1,0,1
People's Republic of China,Golf,0,0,0,0
People's Republic of China,Judo,0,0,0,0
People's Republic of China,Karate,1,0,1,2
People's Republic of China,Marathon Swimming,0,0,0,0
People's Republic of China,Modern Pentathlon,0,0,0,0
People's Republic of China,Rowing,0,0,0,0
People's Republic of China,Sailing,1,1,0,2
People's Republic of China,Shooting,6,2,1,9
People's Republic of China,Skateboarding,0,0,0,0
People's Republic of China,Sport Climbing,0,0,0,0
People's Republic of China,Swimming,1,2,1,4
People's Republic of China,Table Tennis,0,2,2,4
People's Republic of China,Taekwondo,1,0,0,1
People's Republic of China,Tennis,0,0,0,0
People's Republic of China,Trampoline Gymnastics,0,1,2,3
People's Republic of China,Triathlon,0,0,0,0
People's Republic of China,Weightlifting,0,7,1,8
People's Republic of China,Wrestling,2,0,2,4
Peru,Athletics,0,0,0,0
Peru,Badminton,0,0,0,0
Peru,Boxing,0,0,0,0
Peru,Cycling Road,0,0,0,0
Peru,Fencing,0,0,0,0
Peru,Judo,0,0,0,0
Peru,Karate,0,0,0,0
Peru,Rowing,0,0,0,0
Peru,Sailing,0,0,0,0
Peru,Shooting,0,0,0,0
Peru,Skateboarding,0,0,0,0
Peru,Surfing,0,0,0,0
Peru,Tennis,0,0,0,0
Peru,Weightlifting,0,0,0,0
Peru,Wrestling,0,0,0,0
Philippines,Artistic Gymnastics,0,0,0,0
Philippines,Athletics,0,0,0,0
Philippines,Boxing,1,0,2,3
Philippines,Golf,0,0,0,0
Philippines,Judo,0,0,0,0
Philippines,Rowing,0,0,0,0
Philippines,Shooting,0,0,0,0
Philippines,Skateboarding,0,0,0,0
Philippines,Taekwondo,0,0,0,0
Philippines,Weightlifting,0,1,0,1
Poland,Archery,0,0,0,0
Poland,Athletics,3,3,1,7
Poland,Boxing,0,0,0,0
Poland,Canoe Slalom,0,0,0,0
Poland,Canoe Sprint,0,0,0,0
Poland,Cycling Mountain Bike,0,0,0,0
Poland,Cycling Road,0,0,0,0
Poland,Cycling Track,0,0,0,0
Poland,Equestrian,0,0,0,0
Poland,Fencing,0,0,0,0
Poland,Golf,0,0,0,0
Poland,Judo,0,0,0,0
Poland,Modern Pentathlon,0,0,0,0
Poland,Sailing,0,0,0,0
Poland,Shooting,0,0,0,0
Poland,Skateboarding,0,0,0,0
Poland,Sport Climbing,0,0,0,0
Poland,Swimming,0,0,0,0
Poland,Table Tennis,0,0,0,0
Poland,Taekwondo,0,0,0,0
Poland,Tennis,0,0,0,0
Poland,Weightlifting,0,0,0,0
Poland,Wrestling,1,0,0,1
Portugal,Athletics,0,1,1,2
Portugal,Canoe Slalom,0,0,0,0
Portugal,Canoe Sprint,1,0,0,1
Portugal,Cycling Mountain Bike,0,0,0,0
Portugal,Cycling Road,0,0,0,0
Portugal,Cycling Track,0,0,0,0
Portugal,Equestrian,0,0,0,0
Portugal,Judo,1,0,0,1
Portugal,Marathon Swimming,0,0,0,0
Portugal,Sailing,0,0,0,0
Portugal,Shooting,0,0,0,0
Portugal,Skateboarding,0,0,0,0
Portugal,Surfing,0,0,0,0
Portugal,Table Tennis,0,0,0,0
Portugal,Taekwondo,0,0,0,0
Portugal,Tennis,0,0,0,0
Portugal,Triathlon,0,0,0,0
Puerto Rico,Athletics,0,1,0,1
Puerto Rico,Boxing,0,0,0,0
Puerto Rico,Diving,0,0,0,0
Puerto Rico,Equestrian,0,0,0,0
Puerto Rico,Golf,0,0,0,0
Puerto Rico,Judo,0,0,0,0
Puerto Rico,Rowing,0,0,0,0
Puerto Rico,Shooting,0,0,0,0
Puerto Rico,Skateboarding,0,0,0,0
Puerto Rico,Table Tennis,0,0,0,0
Puerto Rico,Taekwondo,0,0,0,0
Puerto Rico,Wrestling,0,0,0,0
Qatar,Athletics,0,1,0,1
Qatar,Judo,0,0,0,0
Qatar,Rowing,0,0,0,0
Qatar,Shooting,0,0,0,0
Qatar,Weightlifting,0,1,0,1
ROC,Archery,0,0,1,1
ROC,Artistic Gymnastics,4,0,2,6
ROC,Athletics,0,1,1,2
ROC,Badminton,0,0,0,0
ROC,Boxing,4,1,1,6
ROC,Canoe Slalom,0,0,0,0
ROC,Canoe Sprint,0,0,0,0
ROC,Cycling BMX Freestyle,0,0,0,0
ROC,Cycling BMX Racing,0,0,0,0
ROC,Cycling Mountain Bike,0,0,0,0
ROC,Cycling Road,0,0,0,0
ROC,Cycling Track,0,0,0,0
ROC,Diving,0,0,0,0
ROC,Equestrian,0,0,0,0
ROC,Fencing,1,1,2,4
ROC,Judo,3,0,0,3
ROC,Marathon Swimming,0,0,0,0
ROC,Modern Pentathlon,0,0,0,0
ROC,Rhythmic Gymnastics,0,0,1,1
ROC,Rowing,0,0,1,1
ROC,Sailing,0,0,0,0
ROC,Shooting,1,2,3,6
ROC,Sport Climbing,0,0,0,0
ROC,Swimming,1,2,1,4
ROC,Table Tennis,0,0,0,0
ROC,Taekwondo,1,2,1,4
ROC,Tennis,0,0,1,1
ROC,Trampoline Gymnastics,0,0,0,0
ROC,Triathlon,0,0,0,0
ROC,Weightlifting,0,0,0,0
ROC,Wrestling,4,4,0,8
Refugee Olympic Team,Athletics,0,0,0,0
Refugee Olympic Team,Badminton,0,0,0,0
Refugee Olympic Team,Boxing,0,0,0,0
Refugee Olympic Team,Canoe Sprint,0,0,0,0
Refugee Olympic Team,Cycling Road,0,0,0,0
Refugee Olympic Team,Judo,0,0,0,0
Refugee Olympic Team,Karate,0,0,0,0
Refugee Olympic Team,Shooting,0,0,0,0
Refugee Olympic Team,Taekwondo,0,0,0,0
Refugee Olympic Team,Weightlifting,0,0,0,0
Refugee Olympic Team,Wrestling,0,0,0,0
Republic of Korea,Archery,0,1,0,1
Republic of Korea,Artistic Gymnastics,1,1,0,2
Republic of Korea,Athletics,0,0,0,0
Republic of Korea,Badminton,0,0,0,0
Republic of Korea,Boxing,0,0,0,0
Republic of Korea,Canoe Sprint,0,0,0,0
Republic of Korea,Cycling Road,0,0,0,0
Republic of Korea,Cycling Track,0,0,0,0
Republic of Korea,Diving,0,0,0,0
Republic of Korea,Equestrian,0,0,0,0
Republic of Korea,Fencing,1,0,0,1
Republic of Korea,Golf,0,0,0,0
Republic of Korea,Judo,2,0,1,3
Republic of Korea,Karate,0,0,0,0
Republic of Korea,Modern Pentathlon,1,0,0,1
Republic of Korea,Rowing,0,0,0,0
Republic of Korea,Sailing,0,0,0,0
Republic of Korea,Shooting,0,0,1,1
Republic of Korea,Sport Climbing,0,0,0,0
Republic of Korea,Swimming,0,0,0,0
Republic of Korea,Table Tennis,0,0,0,0
Republic of Korea,Taekwondo,2,0,1,3
Republic of Korea,Tennis,0,0,0,0
Republic of Korea,Weightlifting,0,0,0,0
Republic of Korea,Wrestling,0,0,0,0
Republic of Moldova,Archery,0,0,0,0
Republic of Moldova,Athletics,0,0,0,0
Republic of Moldova,Canoe Sprint,1,0,0,1
Republic of Moldova,Judo,0,0,0,0
Republic of Moldova,Shooting,0,0,0,0
Republic of Moldova,Weightlifting,0,0,0,0
Republic of Moldova,Wrestling,0,0,0,0
Romania,Archery,0,0,0,0
Romania,Athletics,0,0,0,0
Romania,Boxing,0,0,0,0
Romania,Canoe Sprint,0,0,0,0
Romania,Cycling Mountain Bike,0,0,0,0
Romania,Cycling Road,0,0,0,0
Romania,Fencing,0,0,1,1
Romania,Judo,0,0,0,0
Romania,Shooting,0,0,0,0
Romania,Swimming,0,0,0,0
Romania,Table Tennis,0,0,0,0
Romania,Tennis,0,0,0,0
Romania,Triathlon,0,0,0,0
Romania,Wrestling,0,0,0,0
Rwanda,Athletics,0,0,0,0
Rwanda,Cycling Road,0,0,0,0
Saint Lucia,Sailing,0,0,0,0
Samoa,Boxing,0,0,0,0
Samoa,Canoe Sprint,0,0,0,0
Samoa,Judo,0,0,0,0
Samoa,Sailing,0,0,0,0
San Marino,Judo,0,0,0,0
San Marino,Shooting,1,0,0,1
San Marino,Wrestling,1,0,0,1
Sao Tome and Principe,Canoe Sprint,0,0,0,0
Saudi Arabia,Judo,0,0,0,0
Saudi Arabia,Karate,0,0,1,1
Saudi Arabia,Rowing,0,0,0,0
Saudi Arabia,Shooting,0,0,0,0
Saudi Arabia,Table Tennis,0,0,0,0
Saudi Arabia,Weightlifting,0,0,0,0
Senegal,Canoe Slalom,0,0,0,0
Senegal,Fencing,0,0,0,0
Senegal,Judo,0,0,0,0
Senegal,Shooting,0,0,0,0
Senegal,Table Tennis,0,0,0,0
Senegal,Wrestling,0,0,0,0
Serbia,Athletics,0,0,0,0
Serbia,Boxing,0,0,0,0
Serbia,Canoe Sprint,0,0,0,0
Serbia,Judo,0,0,0,0
Serbia,Karate,0,1,0,1
Serbia,Rowing,0,0,0,0
Serbia,Shooting,1,0,1,2
Serbia,Table Tennis,0,0,0,0
Serbia,Taekwondo,1,1,0,2
Serbia,Tennis,0,0,0,0
Serbia,Wrestling,1,0,0,1
Seychelles,Judo,0,0,0,0
Seychelles,Sailing,0,0,0,0
Sierra Leone,Judo,0,0,0,0
Singapore,Badminton,0,0,0,0
Singapore,Diving,0,0,0,0
Singapore,Equestrian,0,0,0,0
Singapore,Fencing,0,0,0,0
Singapore,Marathon Swimming,0,0,0,0
Singapore,Rowing,0,0,0,0
Singapore,Sailing,0,0,0,0
Singapore,Shooting,0,0,0,0
Singapore,Table Tennis,0,0,0,0
Slovakia,Archery,0,0,0,0
Slovakia,Athletics,0,0,0,0
Slovakia,Badminton,0,0,0,0
Slovakia,Boxing,0,0,0,0
Slovakia,Canoe Slalom,0,0,1,1
Slovakia,Canoe Sprint,0,0,0,0
Slovakia,Cycling Road,0,0,0,0
Slovakia,Golf,0,0,1,1
Slovakia,Shooting,0,1,0,1
Slovakia,Table Tennis,0,0,0,0
Slovakia,Tennis,0,0,0,0
Slovakia,Wrestling,0,0,0,0
Slovenia,Archery,0,0,0,0
Slovenia,Athletics,0,0,0,0
Slovenia,Canoe Slalom,0,1,0,1
Slovenia,Canoe Sprint,0,0,0,0
Slovenia,Cycling Mountain Bike,0,0,0,0
Slovenia,Cycling Road,1,1,0,2
Slovenia,Golf,0,0,0,0
Slovenia,Judo,0,0,1,1
Slovenia,Marathon Swimming,0,0,0,0
Slovenia,Sailing,0,0,0,0
Slovenia,Shooting,0,0,0,0
Slovenia,Sport Climbing,0,1,0,1
Slovenia,Table Tennis,0,0,0,0
Slovenia,Taekwondo,0,0,0,0
Solomon Islands,Athletics,0,0,0,0
Solomon Islands,Weightlifting,0,0,0,0
Somalia,Boxing,0,0,0,0
South Africa,Athletics,0,0,0,0
South Africa,Cycling BMX Racing,0,0,0,0
South Africa,Cycling Mountain Bike,0,0,0,0
South Africa,Cycling Road,0,0,0,0
South Africa,Cycling Track,0,0,0,0
South Africa,Diving,0,0,0,0
South Africa,Equestrian,0,0,0,0
South Africa,Golf,0,0,0,0
South Africa,Judo,0,0,0,0
South Africa,Marathon Swimming,0,0,0,0
South Africa,Sailing,0,0,0,0
South Africa,Skateboarding,0,0,0,0
South Africa,Sport Climbing,0,0,0,0
South Africa,Surfing,0,0,1,1
South Africa,Swimming,0,1,1,2
South Africa,Triathlon,0,0,0,0
Spain,Archery,0,0,0,0
Spain,Artistic Gymnastics,0,0,1,1
Spain,Athletics,1,0,0,1
Spain,Badminton,0,0,0,0
Spain,Boxing,0,0,0,0
Spain,Canoe Slalom,0,0,1,1
Spain,Canoe Sprint,0,0,1,1
Spain,Cycling Mountain Bike,1,0,0,1
Spain,Cycling Road,0,0,0,0
Spain,Cycling Track,0,0,0,0
Spain,Diving,0,0,0,0
Spain,Equestrian,0,0,0,0
Spain,Fencing,0,0,0,0
Spain,Golf,0,0,0,0
Spain,Judo,0,0,0,0
Spain,Karate,0,1,1,2
Spain,Marathon Swimming,0,0,0,0
Spain,Modern Pentathlon,0,0,0,0
Spain,Sailing,1,0,0,1
Spain,Shooting,0,0,0,0
Spain,Skateboarding,0,0,0,0
Spain,Sport Climbing,0,1,0,1
Spain,Swimming,0,0,0,0
Spain,Table Tennis,0,0,0,0
Spain,Taekwondo,0,0,1,1
Spain,Tennis,1,0,0,1
Spain,Triathlon,0,0,0,0
Spain,Weightlifting,0,0,0,0
Sri Lanka,Badminton,0,0,0,0
Sri Lanka,Equestrian,0,0,0,0
Sri Lanka,Judo,0,0,0,0
Sri Lanka,Shooting,0,0,0,0
Sudan,Judo,0,0,0,0
Sudan,Rowing,0,0,0,0
Suriname,Badminton,0,0,0,0
Suriname,Cycling Track,0,0,0,0
Sweden,Archery,0,0,0,0
Sweden,Athletics,0,2,1,3
Sweden,Badminton,0,0,0,0
Sweden,Boxing,0,0,0,0
Sweden,Canoe Slalom,0,0,0,0
Sweden,Canoe Sprint,0,0,0,0
Sweden,Cycling Mountain Bike,0,0,0,0
Sweden,Diving,0,0,0,0
Sweden,Equestrian,0,0,1,1
Sweden,Golf,0,0,0,0
Sweden,Judo,0,0,0,0
Sweden,Rowing,0,0,0,0
Sweden,Sailing,0,0,1,1
Sweden,Shooting,0,0,0,0
Sweden,Skateboarding,0,0,0,0
Sweden,Swimming,0,0,1,1
Sweden,Table Tennis,0,0,0,0
